BAROMETRIC_PRESSURE,ENGINE_COOLANT_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,SPEED,THROTTLE_POS,class
97.03201813,108.4891694,4867.721145,56.66120868,55.91080768,61.24483095,0.65123405,1
95.96424745,103.1340763,5209.125509,59.29748111,54.35482992,61.12012598,0.602489707,1
101,90,1727,94,29.35,46,0.388,0
100,83,967,60,12.5,32,0.294,0
100,83,1873,19,5.46,52,0.235,0
96.31726263,100.6494766,4125.702801,34.73551798,59.5168711,13.39947008,0.927010668,1
100,83,775,47,4.72,1,0.22,0
100,85,1905,26,7.43,42,0.282,0
96.39183744,106.8844546,5402.705517,30.75475299,67.79724004,26.88508315,0.86917865,1
100,89,1968,55,5.88,60,0.235,0
100,82,1291,22,14.44,16,0.275,0
97.24556228,108.3302742,5224.692627,52.58834508,60.73441039,50.53032541,0.629890861,1
97.00084663,108.7186625,3710.979576,32.01219964,67.18614938,36.66276764,0.922807285,1
99,83,1315,77,22.64,36,0.384,0
100,90,3324,47,9.03,48,0.271,0
95.25450499,105.5621379,5031.0005,69.61703431,50.19032986,43.27492868,0.797809277,1
95.89471544,101.7845966,4493.699769,65.94679114,65.21612606,26.63211633,0.671949613,1
96.15041624,109.9234123,4796.262202,50.26352981,55.0530636,23.63406515,0.907789873,1
99,85,805,46,5.73,0,0.239,0
100,89,1197,32,3.8,19,0.176,0
101,82,1467,30,6.87,55,0.251,0
101,86,2088,61,25.14,44,0.345,0
100,88,791,37,4.75,0,0.212,0
101,84,1983,19,5.43,55,0.235,0
101,86,743,49,3.55,56,0.2,0
100,83,2279,53,26.75,47,0.353,0
96.54467704,104.9155476,4706.57479,51.21140897,63.59487255,15.56757037,0.662197152,1
98,84,2094,19,5.99,60,0.239,0
96.82911318,109.210431,5113.304683,51.63000498,62.03885216,43.79502574,0.836874583,1
100,92,2667,34,8.44,30,0.259,0
101,83,806,33,4.42,36,0.208,0
100,91,801,33,4.57,0,0.208,0
96.05478861,105.9707949,3630.958306,38.49625376,60.58051733,40.0804535,0.745967075,1
100,83,1533,21,18.32,24,0.329,0
99,83,2139,40,15.61,61,0.314,0
97.5926096,104.2228937,4164.61271,29.05412458,60.33447802,34.07648642,0.761973748,1
100,89,2462,28,7.17,40,0.259,0
95.36175225,101.1714405,5001.016416,52.65180274,63.22041819,10.57400256,0.788156819,1
100,83,1691,20,18.25,52,0.325,0
99,83,1821,46,12.62,55,0.302,0
95.90570302,102.4242332,5118.244202,69.54379884,53.85751419,46.64936578,0.898415108,1
98,85,871,24,3.18,5,0.18,0
96.69182568,109.0855665,5196.758238,58.08761982,60.87975404,37.67981742,0.871793151,1
100,84,1385,20,4.21,41,0.208,0
97.72175246,104.4959124,4290.533715,22.70830757,64.04493911,46.97216257,0.852579013,1
101,91,1845,38,5.18,50,0.227,0
101,82,1041,23,12.2,22,0.306,0
100,87,778,40,4.62,14,0.212,0
100,82,1344,57,13.94,53,0.31,0
100,89,927,33,3.99,28,0.208,0
100,94,846,46,8.02,10,0.227,0
99,83,779,32,4.42,3,0.208,0
100,84,1331,60,3.58,53,0.361,0
101,92,1426,22,3.9,12,0.212,0
100,84,878,81,4.53,21,0.208,0
99,86,796,34,4.03,21,0.204,0
100,89,801,39,4.89,0,0.224,0
96.04257094,108.7201141,5419.364736,50.15717665,60.14973241,29.26254921,0.861327707,1
101,81,820,33,3.98,39,0.2,0
100,82,1686,43,22.6,30,0.345,0
101,89,881,37,4.23,54,0.204,0
100,93,1402,20,16.45,10,0.325,0
96.33144473,108.033451,4687.187754,69.37898243,63.21663512,62.62976132,0.701675092,1
95.72939911,103.7061822,4205.58746,32.76680042,61.13484693,20.90036665,0.629573511,1
101,83,1888,34,13.38,40,0.306,0
99,83,795,50,4.3,12,0.227,0
100,82,1565,28,3.73,50,0.216,0
100,83,787,34,4.23,0,0.208,0
100,83,1946,48,16.51,60,0.318,0
96.34466904,102.7764978,5217.007976,52.36188107,52.55704196,25.17244545,0.61260965,1
100,84,1688,61,18.64,41,0.329,0
100,98,855,33,4.73,0,0.212,0
95.02674387,103.4687138,4115.750088,51.26119127,52.99017978,35.47165836,0.781256558,1
99,84,2009,32,5.84,37,0.239,0
96.33651196,103.5290731,4042.473624,35.54625934,56.02388181,20.97451815,0.627384433,1
97.05327078,103.0246825,4925.790567,60.87772262,57.9935449,28.89933691,0.920466499,1
96.41796594,104.7933773,4486.300463,28.29991373,66.81962198,22.65795269,0.869247977,1
101,99,801,36,4.5,0,0.208,0
97.1700456,102.6353724,3871.721814,54.35493166,54.16447304,45.53863647,0.791707169,1
95.62509616,105.0111442,3944.032379,30.39744705,54.59398318,64.40187129,0.693093283,1
99,86,1611,28,8.5,50,0.271,0
95.43749161,100.0804553,4297.643584,30.00078607,54.37272679,14.71211302,0.619781099,1
99,82,1531,20,6.82,43,0.247,0
95.33550173,109.290117,3856.330417,49.06506506,54.97045738,50.45678885,0.66173249,1
96.69945067,107.6616045,4304.004559,31.4206453,61.84201011,69.98610058,0.86816409,1
99,84,2146,23,12.86,42,0.302,0
99,82,2639,51,29.6,58,0.361,0
100,94,1313,95,7.56,27,0.204,0
99,88,1570,21,8.9,46,0.275,0
100,84,794,32,4.36,0,0.208,0
100,96,798,36,4.85,0,0.22,0
99,92,2364,20,15.63,25,0.314,0
97.63523358,104.5761909,4453.955935,42.63428583,63.92668737,41.46587511,0.753858397,1
100,83,1535,24,16.45,45,0.302,0
100,88,2072,84,27.22,51,0.361,0
100,95,807,79,6.13,13,0.204,0
100,98,1746,39,9.28,56,0.318,0
99,84,2305,95,42.81,58,0.835,0
100,85,794,46,4.68,5,0.208,0
97.93536536,105.4015535,5391.789984,24.71306421,50.94863545,35.18691303,0.923783664,1
100,91,1037,42,2.89,12,0.188,0
100,87,1843,21,5.14,25,0.227,0
100,83,855,46,6.9,10,0.204,0
95.35119704,106.6316988,3851.169427,43.70196098,67.38255514,15.47791944,0.749881784,1
100,83,1503,69,14.55,37,0.325,0
100,82,1846,50,4.85,55,0.227,0
100,82,1754,76,25.88,41,0.365,0
100,82,811,36,4.47,0,0.208,0
100,82,820,34,4.27,12,0.204,0
100,86,1641,63,15.02,47,0.318,0
96.03059464,104.0702739,5337.899859,45.69827493,65.23481368,11.9778371,0.643026321,1
100,82,1563,28,7.33,46,0.259,0
100,88,1540,24,5.53,54,0.263,0
98,83,2095,20,5.85,51,0.239,0
97.6058264,101.1271989,4108.170483,53.95511476,57.91490842,39.67979875,0.790421307,1
100,82,1226,31,10.92,11,0.294,0
95.75354375,104.9150109,5448.109336,54.50175951,62.79956181,62.77414444,0.679712453,1
96.59667733,100.0541579,4785.2332,66.67372252,67.41789939,49.65752926,0.844750849,1
96.45773681,100.3090857,4716.481074,66.21659991,54.3357378,37.37248391,0.76200098,1
101,84,2031,39,29.29,63,0.369,0
96.02445102,107.56034,5267.745793,29.72736514,58.91289052,60.61104836,0.862332391,1
100,87,2422,19,8.97,12,0.29,0
96.53418648,108.9127226,5448.025777,49.18489231,67.63448845,64.20197322,0.758134939,1
100,84,1053,20,2.98,42,0.18,0
100,82,808,34,4.91,17,0.208,0
100,84,2012,70,21.77,67,0.341,0
95.39672606,104.1481501,5235.763983,29.07095255,66.34617998,41.78367364,0.786200879,1
100,82,1563,35,3.99,45,0.216,0
101,90,799,33,4.11,0,0.204,0
100,82,1506,35,8.07,55,0.271,0
96.2596296,101.1586946,5172.376853,39.98199811,59.39717545,54.59100031,0.92695533,1
96.63786442,106.2717682,4835.609503,64.7883843,53.57529682,52.85958889,0.91130459,1
100,84,1503,40,8.58,16,0.259,0
100,88,801,33,4.1,0,0.196,0
100,81,1399,21,4.14,37,0.212,0
95.67454324,109.4604571,4235.335937,34.88973224,60.90879551,17.11369769,0.617918848,1
97.82801009,101.9705427,4458.942041,28.34862842,55.99952531,11.24700709,0.621686259,1
97.48475999,109.773855,4472.784723,20.27281141,63.58018381,14.2772151,0.794127711,1
95.67608529,105.1302005,3851.643651,59.9120897,64.46479317,23.565956,0.695960197,1
100,84,1714,20,27.65,48,0.31,0
100,84,1818,19,4.89,61,0.227,0
96.67419493,109.4834792,5413.640113,42.79157326,62.622793,18.48291908,0.809381579,1
99,82,1468,50,14.49,35,0.314,0
100,96,1692,59,4.95,41,0.31,0
100,83,790,34,4.4,0,0.204,0
95.76106193,100.9080041,4487.155644,39.14507056,51.76573598,19.60068551,0.689927655,1
98,88,1907,44,11.71,58,0.298,0
100,89,796,32,4.18,0,0.204,0
100,83,1669,20,4.36,60,0.224,0
100,88,1588,56,14.59,36,0.314,0
100,83,777,49,4.47,8,0.204,0
95.21226394,106.9846174,3700.777645,68.89175018,54.99017332,42.61602459,0.672352717,1
97.08261029,108.5408113,4236.610065,41.40347429,59.57915374,49.4570197,0.856177822,1
100,84,1422,20,10.36,43,0.29,0
100,97,806,31,3.91,40,0.196,0
97.4728916,104.286891,4714.551233,34.30908235,52.53834238,14.10673725,0.784385553,1
99,82,1811,20,10.21,53,0.29,0
101,93,880,30,4.62,3,0.204,0
96.1820564,107.7404903,4681.352259,43.42356485,50.65509402,36.98958927,0.862044287,1
100,82,1998,56,27.86,64,0.365,0
100,83,1841,20,4.94,49,0.227,0
100,94,1564,61,16.04,52,0.322,0
96.82369964,103.7992432,4270.591267,66.46694675,57.8251269,14.40180794,0.841554295,1
99,94,1667,19,4.4,49,0.22,0
95.58681103,102.294044,5361.770372,58.9850109,65.69074911,24.06614398,0.787946083,1
101,83,1276,58,12.24,35,0.302,0
96.48112331,108.5435925,4373.070394,67.79700144,55.93495675,49.80174211,0.727566289,1
97.0899455,109.9715247,4717.21862,22.89980738,65.03104229,51.06683893,0.926266035,1
100,90,2388,20,15.38,66,0.314,0
101,89,1457,83,23.05,59,0.369,0
100,85,1355,55,10.36,42,0.29,0
100,92,1835,28,7.91,53,0.267,0
96.83495728,109.904088,4685.86449,28.25270858,59.26746301,34.87065058,0.716222851,1
101,90,799,47,3.88,18,0.2,0
100,85,2012,69,26.51,53,0.357,0
100,83,1605,21,4.18,54,0.216,0
100,94,760,58,5.93,26,0.286,0
99,82,2236,18,6.47,34,0.251,0
96.77251864,107.6658749,3672.305131,46.41928235,69.19332337,10.02543207,0.782434982,1
96.78324192,102.2193196,4044.959861,49.57068731,52.89777589,36.60270373,0.714173888,1
99,82,2279,19,18.23,52,0.325,0
101,91,1378,45,10.6,49,0.294,0
97.99171032,106.7913659,4029.395163,55.69077237,66.68430712,61.11708484,0.606466424,1
96.38648171,104.9610044,3500.485409,31.31663977,50.94416427,23.95491266,0.911825524,1
100,84,1715,62,17.23,41,0.325,0
96.89075113,107.58761,3925.549502,62.3850177,61.40470477,68.74118889,0.608167569,1
95.75156914,106.1308035,3697.169261,54.4644969,63.35308926,56.44761884,0.719717588,1
100,93,794,31,3.58,25,0.196,0
101,90,1748,33,13.48,60,0.306,0
101,94,792,33,4.15,0,0.204,0
97.76400578,104.8768271,5430.455889,34.06589408,64.89821427,17.72648533,0.723824764,1
99,84,808,33,4.02,0,0.2,0
100,86,1568,19,4.11,57,0.212,0
100,84,790,30,4.33,0,0.208,0
96.38679107,105.0814986,4638.989308,23.48551101,61.16960521,68.76832127,0.612409761,1
95.08886954,100.7692311,4365.110078,48.82396736,61.16779184,26.33974384,0.697586142,1
99,82,1560,30,4.24,46,0.216,0
100,99,802,44,4.54,0,0.212,0
100,88,1797,21,10.69,25,0.282,0
100,82,1220,19,15.49,36,0.322,0
100,84,793,41,5.44,0,0.231,0
100,83,788,35,4.43,0,0.208,0
96.17568203,108.7509532,4524.453432,42.81761362,56.33875037,68.20892959,0.608598361,1
100,84,816,33,20.26,0,0.2,0
96.98508433,100.5371039,4504.148175,25.23481239,67.8068921,41.0387703,0.793815253,1
97.6372138,109.8525591,3708.728152,67.32570274,59.69170301,13.63886371,0.880669731,1
100,85,789,42,5.3,0,0.231,0
100,90,2254,21,26.55,70,0.353,0
99,91,1576,27,12.53,30,0.302,0
97.98761402,105.4669032,5431.186843,24.44359001,59.03993059,32.07608806,0.75088246,1
100,86,1596,52,9.96,56,0.298,0
96.30024887,104.1624252,3629.544725,58.96298908,64.77165618,47.66528224,0.879291709,1
100,82,1569,20,12.95,29,0.302,0
97.31604442,105.9437068,3780.995396,60.03068767,61.98450136,29.61426787,0.665355669,1
99,84,1931,77,30.2,64,0.38,0
98,94,810,31,3.73,0,0.2,0
100,84,798,47,4.39,1,0.208,0
96.14154417,100.79376,4966.941761,44.43427105,63.06690249,24.999673,0.906950916,1
97.36135881,109.1908464,4197.454416,24.68289403,65.10606895,38.34244434,0.635266419,1
100,83,2033,21,17.97,39,0.325,0
100,91,790,31,3.99,39,0.204,0
100,82,1818,21,16.21,53,0.318,0
100,83,1937,69,18,46,0.369,0
100,83,1924,56,16.1,59,0.318,0
100,84,1513,28,13.92,44,0.302,0
100,84,2278,20,6.55,36,0.251,0
96.07320364,100.4472404,4903.069044,65.56507134,63.87530416,17.56147676,0.615369562,1
100,83,1260,21,3.1,18,0.2,0
101,82,1635,20,4.29,43,0.22,0
101,82,805,35,4.18,41,0.204,0
100,84,1802,19,4.88,33,0.227,0
100,84,2058,19,5.73,56,0.239,0
96.16031331,100.1500497,3546.721286,60.77118483,59.79671841,55.9639661,0.616945384,1
97.66191651,105.1060721,3509.657804,28.91527121,67.99671384,46.64539557,0.746977026,1
100,97,1621,45,11.6,46,0.302,0
97.37954126,102.179767,4827.342543,20.69480538,55.93139121,27.6445433,0.739686915,1
95.73461319,103.88287,3677.827109,55.4781115,53.81291679,35.43117255,0.724150699,1
95.92715862,102.2869494,4742.141513,32.75118253,59.65395297,50.3713022,0.874371461,1
100,83,793,32,5,0,0.216,0
96.44851462,100.9334298,5152.513233,29.70942401,59.83795111,38.38012761,0.754550571,1
100,84,1065,32,3.86,11,0.286,0
100,96,1787,20,5.74,41,0.224,0
95.10243242,102.3590896,5379.909513,24.65337355,68.02429026,61.11464249,0.623135202,1
100,85,2172,34,6.17,53,0.239,0
101,81,1090,57,11.06,21,0.298,0
100,84,1842,71,28.45,55,0.345,0
95.40767323,108.2650194,3787.12956,29.31973365,57.664202,20.53359768,0.869596758,1
100,84,2158,20,12.3,40,0.302,0
96.3369657,105.0899321,5167.150037,56.42028704,50.21135947,50.19534677,0.767759579,1
95.31835328,109.0496016,4273.853235,27.87790452,66.46352327,53.7584542,0.842411313,1
100,84,2101,54,19.3,77,0.329,0
100,82,1700,20,8.08,48,0.267,0
95.64567798,100.8097922,4000.420957,38.56740856,64.49947044,12.44134636,0.646425984,1
100,83,868,35,4.8,0,0.208,0
95.62730847,101.4959932,4526.085384,57.75450289,51.89932408,36.19519918,0.848917746,1
100,82,810,32,4.19,4,0.204,0
99,83,1443,21,8.67,50,0.224,0
97.37758764,101.8318815,5482.180686,60.64296415,50.74484034,68.27617337,0.760502663,1
100,86,2122,88,36.32,78,0.694,0
97.5532477,107.4825609,4899.887622,52.66499114,58.97042313,12.23524062,0.789443681,1
95.11802847,105.9608867,3503.274311,24.36918943,58.76349262,16.20094345,0.676257424,1
95.96413907,100.6079189,5455.326929,34.10967721,63.89121745,44.41708784,0.846850781,1
99,93,1789,21,8.5,13,0.227,0
96.72549303,108.836453,4256.818847,69.83940883,64.18954696,30.51543558,0.748827843,1
100,84,1921,81,26.56,32,0.361,0
96.64289994,102.4501467,4655.878275,30.77208586,55.59135053,56.46589045,0.746008612,1
101,84,1585,54,12.19,35,0.29,0
100,87,790,33,4.32,0,0.204,0
101,83,1810,19,4.99,52,0.231,0
98,89,779,32,4.15,0,0.204,0
100,84,1295,87,22.29,47,0.392,0
95.66106728,107.104918,5154.539033,64.45250993,60.93783855,29.09287273,0.827577632,1
100,86,2271,32,30.99,48,0.369,0
98,88,808,33,4.16,0,0.204,0
101,91,1295,44,14.06,19,0.314,0
100,82,1689,20,13.95,37,0.31,0
97.31666001,104.8593435,3530.565278,44.96472587,58.94975187,63.3781561,0.84682152,1
101,84,1744,52,16.07,59,0.318,0
100,83,1607,38,10.58,58,0.29,0
100,96,1922,58,5.27,13,0.302,0
100,87,1990,77,5.63,50,0.231,0
100,83,806,36,4.84,0,0.216,0
100,87,816,35,4.58,0,0.208,0
100,84,1320,70,16.57,34,0.325,0
95.77903224,107.1205898,5092.116999,38.07829655,51.48957432,58.27137452,0.791221357,1
97.5046126,107.9090054,3596.967773,66.7183016,61.18887861,57.86184458,0.650624761,1
99,81,2004,38,14.37,60,0.31,0
100,93,1512,20,4.54,33,0.278,0
95.0071896,100.3590392,3704.64625,29.91221814,55.61195175,27.50998657,0.699367302,1
100,84,1691,19,4.42,34,0.224,0
96.48831811,105.176723,4166.372802,66.30051961,61.31976948,45.34525454,0.776493222,1
96.22661404,101.5376974,4416.196965,69.61455694,69.07687539,25.37011104,0.637942332,1
100,84,794,33,4.1,1,0.204,0
97.62672331,109.4801095,4517.056583,33.56132275,56.20259837,49.25448999,0.619209368,1
95.85572175,104.1213969,4731.240194,29.66666663,57.3435457,17.16133929,0.928528201,1
97.73490423,104.2815802,3722.470495,68.0685334,50.81648729,27.35108048,0.779245511,1
97.77936306,103.1697281,4883.082035,22.48692491,62.91001894,27.6683057,0.84687183,1
99,83,1499,52,13.64,46,0.306,0
100,89,770,41,4.85,11,0.231,0
100,87,1044,49,8.39,14,0.271,0
99,83,2349,87,15.18,49,0.271,0
95.30129405,104.9761172,4880.246672,55.69863877,66.58425046,29.6825126,0.881546011,1
97.21118874,104.0891275,3893.825433,27.53490634,64.90025218,55.10213731,0.698976743,1
99,85,1258,38,8.27,38,0.271,0
100,83,1273,21,14.67,17,0.318,0
95.8463801,100.8744189,4377.679204,22.54668402,51.71002177,10.3971705,0.886623513,1
95.34749668,107.4882484,4168.293221,26.75360479,56.22687106,10.01947592,0.875964501,1
100,84,798,32,3.75,9,0.2,0
96.68589785,108.1116825,4817.195858,24.78530147,56.98842268,35.82190436,0.749025822,1
101,99,811,33,4.38,0,0.208,0
101,79,1214,38,8.19,15,0.224,0
99,95,867,33,4.39,7,0.208,0
96.9040296,101.8834546,3884.231724,37.98529629,56.92823036,62.52137771,0.752460726,1
100,90,1494,59,17.35,47,0.329,0
101,92,793,31,4.01,0,0.204,0
97.12657771,102.7020171,4830.241477,64.3917438,63.17708716,50.39992189,0.797898883,1
100,84,1648,59,14.02,52,0.31,0
101,82,1568,20,7.6,58,0.263,0
100,84,1345,50,3.63,41,0.208,0
96.17632517,104.7841117,3991.298151,46.12482559,68.07187536,24.07861014,0.832223638,1
100,83,1658,27,4.5,51,0.216,0
100,83,1447,47,7.89,21,0.259,0
100,82,1776,36,11.15,39,0.243,0
95.33369878,108.7104358,4937.547589,59.73535509,69.48608229,46.24536025,0.709358495,1
96.23326829,104.3276253,5056.577251,38.17190803,69.69509314,18.29009614,0.678790054,1
100,87,1408,20,8.97,25,0.275,0
100,84,2209,28,18.41,45,0.325,0
99,86,1400,45,4.34,48,0.204,0
99,92,1971,35,11.67,59,0.298,0
96.96971806,107.3520519,4367.911381,41.77491845,52.71975209,28.84291541,0.866928838,1
96.59110134,103.9199434,4504.282129,52.46436239,65.03058645,64.43594036,0.923252531,1
99,84,1813,39,4.65,51,0.224,0
100,82,1367,45,11.53,43,0.298,0
100,82,800,29,3.76,11,0.2,0
100,82,1555,18,4.2,48,0.216,0
100,83,769,32,4.44,0,0.208,0
100,93,816,35,4.28,0,0.208,0
100,84,748,36,6.3,15,0.263,0
95.14122125,105.3024404,4870.818026,28.04120898,59.36235077,49.74352502,0.672945058,1
101,79,681,46,7.79,13,0.271,0
99,83,1418,35,3.8,36,0.212,0
100,94,1378,55,13.1,17,0.306,0
100,83,796,35,4.62,0,0.208,0
98,82,1582,53,10.12,17,0.286,0
95.64225997,109.8346323,5353.330549,42.61820041,63.19260604,50.88914963,0.782088036,1
100,85,779,35,4.26,0,0.204,0
95.84651427,106.6759446,4008.899685,53.55250498,63.19939549,49.96520741,0.666547617,1
100,87,2071,69,23.07,64,0.341,0
101,84,1793,21,7.76,55,0.294,0
96.88947201,102.4892088,3802.989199,38.14254528,65.27875878,36.68554632,0.830103536,1
97.89434073,103.8070091,4444.691754,26.55963436,54.69831245,64.25294722,0.755691377,1
97.96081216,104.6881407,4987.664989,67.36746463,59.56443478,49.40006379,0.930142102,1
95.13796675,104.4043777,4082.514969,27.54418206,57.11910947,11.72341116,0.753096463,1
96.00719736,105.8161178,4400.69334,31.07747933,50.910102,42.79871894,0.636614795,1
100,85,790,34,4.15,0,0.204,0
101,89,1619,79,4.36,54,0.22,0
100,88,787,34,4.26,0,0.204,0
100,83,2152,21,12.22,40,0.302,0
100,83,1394,28,3.8,26,0.204,0
100,81,1733,74,22.95,38,0.349,0
100,85,1214,24,3.3,28,0.18,0
100,83,1293,33,3.02,17,0.18,0
95.3621164,106.5821533,3515.745711,48.63751167,58.6382678,28.02314075,0.64608346,1
100,82,1270,46,9.44,47,0.278,0
100,94,1593,24,20.67,48,0.341,0
97.17441436,106.9654444,3543.027449,21.40913073,56.16488834,62.22161628,0.912221723,1
100,83,810,47,5.67,0,0.235,0
101,83,1915,42,19.57,60,0.329,0
100,83,2089,20,5.8,59,0.239,0
97.02967962,105.132496,4030.974062,33.87253973,66.89744322,50.29898433,0.644506662,1
100,84,834,35,4.81,19,0.208,0
100,84,1746,19,14.01,49,0.318,0
95.41732286,103.5215709,4663.580689,30.96136885,60.09568125,44.65248411,0.855790364,1
100,84,1936,65,18.96,48,0.329,0
97.12012775,100.7027005,5375.590837,69.61222804,69.6869565,53.85148285,0.777645329,1
95.63208639,104.7911461,3532.082494,67.27195462,64.9255042,46.49202661,0.775267325,1
97.13411359,109.4636524,3760.357339,48.24669984,56.61994944,67.94025869,0.666058383,1
96.85482042,102.9343697,5260.333507,35.66209722,69.32843484,41.69385895,0.827787792,1
101,95,933,36,4.57,0,0.208,0
101,87,996,32,2.97,20,0.184,0
100,83,1538,53,4.26,29,0.216,0
100,92,799,36,4.36,0,0.212,0
96.65564771,109.2395565,5259.637119,55.69113647,67.87844956,23.34431713,0.698110313,1
99,83,1671,19,23.41,49,0.353,0
99,90,2446,19,27.3,41,0.357,0
96.08363174,106.3987046,4051.040868,34.75076559,56.62326555,30.69386256,0.879222325,1
97.81502578,104.4478071,5221.806656,58.11495106,51.63495124,32.14109687,0.826807056,1
99,82,1012,25,1.98,41,0.192,0
96.51235756,106.745795,4829.04125,60.63715231,57.8327528,61.83096824,0.666207749,1
97.13671439,103.5464987,4527.476626,28.68069759,63.74244665,52.44265175,0.684599395,1
101,88,2023,21,5.98,48,0.243,0
95.47162441,106.0734608,4852.823124,50.94461027,68.19184986,17.92913585,0.831735579,1
95.48816942,107.771067,4148.666954,60.64717646,65.32720451,43.7302534,0.726663179,1
101,91,2384,20,18.22,48,0.325,0
100,84,2413,42,17.59,71,0.322,0
100,83,1686,20,14.07,32,0.247,0
96.60447716,107.7433046,4142.223917,55.36297962,55.52689884,55.01710542,0.630549175,1
100,82,2250,39,6.46,63,0.251,0
100,89,3178,23,8.79,39,0.271,0
99,88,1760,55,17.02,54,0.322,0
99,83,797,60,4.47,4,0.212,0
95.66213147,100.2840362,3840.369966,60.05465252,57.08826251,51.67482387,0.633514908,1
100,87,1714,32,7.81,23,0.267,0
100,89,2122,20,17.48,47,0.325,0
95.74799502,107.0934241,5346.541375,59.18706842,64.46680614,44.00712866,0.736994363,1
101,84,799,32,4.21,25,0.204,0
100,84,1340,21,3.15,39,0.204,0
100,89,1657,51,4.06,51,0.341,0
100,83,2408,40,24.59,54,0.345,0
97.42503565,101.8441206,4658.401835,41.11847963,54.56182569,49.84970329,0.717020879,1
99,96,810,36,4.74,0,0.216,0
95.42507076,103.3070493,5480.243007,37.07781105,61.65452632,50.28159674,0.66525066,1
100,96,2034,20,5.59,56,0.255,0
95.14276699,108.8526339,3601.631753,27.50811852,51.21834085,49.69602876,0.842395187,1
98,91,2202,21,15.03,67,0.314,0
100,83,1647,29,10.7,50,0.29,0
100,85,1504,26,3.34,11,0.212,0
101,90,1772,51,4.64,33,0.227,0
100,84,2182,79,5.59,34,0.227,0
99,83,1901,24,24.22,42,0.349,0
95.34670812,101.4493101,4837.377187,64.36902768,51.73188518,60.90144983,0.853649081,1
